species_richness,param_str,mean_kappa
10,Rough_0_0033333333333333322,14.258411082205962
10,Rough_0_12722596365393918,9.666544933839766
10,Rough_0_020593361685580392,13.130401479744137
10,Rough_0_7860030855966226,4.8438281222422
10,Rough_4_855933748302037,1.8674926983686322
10,Rough_29_999999999999996,1.0791225624667564
