species_richness,param_str,mean_kappa
83,Disp_none,0.8902124424708515
33,Disp_1.0,2.027612324838432
46,Disp_2.75,1.4795952211470735
68,Disp_4.5,1.1850303325847975
76,Disp_6.25,1.0238121532025766
81,Disp_8.0,0.9524217015929848
