x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
0.014008163265306123,0.0352,0.03480816326530612,0.028604081632653062,0.039053061224489795,0.0348734693877551,0.02533877551020408,0.042024489795918364,0.03219591836734694,0.024261224489795917,0.0412734693877551,0.029387755102040815,0.03800816326530612,0.0323265306122449,0.03343673469387755,0.025044897959183673,0.045877551020408164,0.027918367346938776,0.03088979591836735,0.03797551020408163,0.03219591836734694,0.02543673469387755,0.044212244897959184,0.027624489795918368,0.03732244897959184,0.02739591836734694,0.0339265306122449,0.04179591836734694,0.029518367346938777,0.031738775510204084,0.0163265306122449
0.014791836734693878,0.03395918367346939,0.03320816326530612,0.03036734693877551,0.03804081632653061,0.035232653061224486,0.02684081632653061,0.042742857142857145,0.03177142857142857,0.023510204081632652,0.04,0.031151020408163265,0.03637551020408163,0.032522448979591834,0.03484081632653061,0.023542857142857143,0.04760816326530612,0.028016326530612246,0.029648979591836735,0.037714285714285714,0.032228571428571426,0.02579591836734694,0.04359183673469388,0.02866938775510204,0.0371265306122449,0.026155102040816326,0.03415510204081633,0.04163265306122449,0.031118367346938774,0.0316734693877551,0.01596734693877551
0.01270204081632653,0.03725714285714286,0.03330612244897959,0.02772244897959184,0.03859591836734694,0.037387755102040815,0.02546938775510204,0.04228571428571429,0.03180408163265306,0.02409795918367347,0.040359183673469384,0.02883265306122449,0.04,0.030857142857142857,0.034220408163265305,0.025077551020408165,0.04662857142857143,0.027918367346938776,0.029159183673469386,0.03895510204081633,0.03262040816326531,0.024653061224489795,0.043395918367346936,0.029746938775510205,0.03686530612244898,0.024783673469387753,0.036048979591836734,0.04199183673469388,0.03066122448979592,0.0304,0.016195918367346938
0.01433469387755102,0.03493877551020408,0.03399183673469388,0.02876734693877551,0.03869387755102041,0.03559183673469388,0.02543673469387755,0.04316734693877551,0.03213061224489796,0.02383673469387755,0.04078367346938776,0.029648979591836735,0.03813877551020408,0.032391836734693875,0.03314285714285714,0.024555102040816325,0.04662857142857143,0.028146938775510204,0.03151020408163265,0.036081632653061226,0.03337142857142857,0.02543673469387755,0.042579591836734695,0.03000816326530612,0.03601632653061224,0.026481632653061225,0.034253061224489796,0.04208979591836735,0.03026938775510204,0.03026938775510204,0.017306122448979593
0.013126530612244898,0.0348734693877551,0.03516734693877551,0.029159183673469386,0.038889795918367345,0.03578775510204082,0.024195918367346938,0.04310204081632653,0.0326530612244898,0.02383673469387755,0.04013061224489796,0.03046530612244898,0.03781224489795918,0.0313469387755102,0.034187755102040814,0.025142857142857144,0.04610612244897959,0.02883265306122449,0.029910204081632655,0.037910204081632655,0.03235918367346939,0.024457142857142858,0.04300408163265306,0.030693877551020408,0.03634285714285714,0.026448979591836733,0.034612244897959187,0.042220408163265305,0.030759183673469387,0.03049795918367347,0.01596734693877551
0.014661224489795918,0.03660408163265306,0.03209795918367347,0.02876734693877551,0.03843265306122449,0.03484081632653061,0.02605714285714286,0.04313469387755102,0.031902040816326534,0.024587755102040816,0.04019591836734694,0.03088979591836735,0.03725714285714286,0.03196734693877551,0.03343673469387755,0.024195918367346938,0.046563265306122446,0.028048979591836734,0.031085714285714286,0.037746938775510205,0.032881632653061224,0.023542857142857143,0.044408163265306125,0.029518367346938777,0.03676734693877551,0.026481632653061225,0.03503673469387755,0.04179591836734694,0.028930612244897957,0.03203265306122449,0.01613061224489796
0.013648979591836734,0.03644081632653061,0.03337142857142857,0.02866938775510204,0.039542857142857143,0.034742857142857145,0.02563265306122449,0.042710204081632654,0.0313469387755102,0.024946938775510203,0.04062040816326531,0.029648979591836735,0.03830204081632653,0.031183673469387756,0.034775510204081636,0.023248979591836735,0.047412244897959185,0.02710204081632653,0.030530612244897958,0.03836734693877551,0.032228571428571426,0.0243265306122449,0.044048979591836734,0.03056326530612245,0.03699591836734694,0.02550204081632653,0.03448163265306122,0.042710204081632654,0.029159183673469386,0.029877551020408163,0.017861224489795918
0.013746938775510205,0.03464489795918367,0.03516734693877551,0.028016326530612246,0.03898775510204082,0.035069387755102044,0.026481632653061225,0.04375510204081633,0.029746938775510205,0.024914285714285715,0.04133877551020408,0.02896326530612245,0.03849795918367347,0.03131428571428571,0.03415510204081633,0.024816326530612245,0.04515918367346939,0.02857142857142857,0.03088979591836735,0.03826938775510204,0.0313469387755102,0.02674285714285714,0.04293877551020408,0.029812244897959184,0.035689795918367344,0.027689795918367347,0.03395918367346939,0.040228571428571426,0.03183673469387755,0.030759183673469387,0.016489795918367346
0.012440816326530612,0.037420408163265306,0.03428571428571429,0.028016326530612246,0.037583673469387756,0.0374530612244898,0.02409795918367347,0.04362448979591837,0.031248979591836736,0.024881632653061224,0.039902040816326534,0.03036734693877551,0.037420408163265306,0.03281632653061224,0.03395918367346939,0.023608163265306122,0.04604081632653061,0.028081632653061225,0.031248979591836736,0.037355102040816324,0.03333877551020408,0.02540408163265306,0.04186122448979592,0.031151020408163265,0.03670204081632653,0.024946938775510203,0.03536326530612245,0.04146938775510204,0.0307265306122449,0.03062857142857143,0.016555102040816328
0.012995918367346938,0.035232653061224486,0.03526530612244898,0.02863673469387755,0.03846530612244898,0.03578775510204082,0.025926530612244897,0.042710204081632654,0.03170612244897959,0.023444897959183673,0.040522448979591834,0.0300734693877551,0.03751836734693877,0.03245714285714286,0.03451428571428571,0.023510204081632652,0.04633469387755102,0.02883265306122449,0.02863673469387755,0.03928163265306123,0.033110204081632656,0.024489795918367346,0.0428734693877551,0.03131428571428571,0.03578775510204082,0.026089795918367346,0.035395918367346936,0.042383673469387755,0.029681632653061226,0.03128163265306123,0.01573877551020408
