x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
0.03696326530612245,0.038073469387755104,0.04731428571428571,0.05342040816326531,0.04346122448979592,0.02706938775510204,0.021877551020408163,0.02866938775510204,0.03513469387755102,0.04395102040816327,0.007020408163265306,0.032555102040816325,0.024783673469387753,0.025861224489795918,0.031053061224489795,0.03702857142857143,0.04062040816326531,0.01805714285714286,0.016489795918367346,0.04466938775510204,0.03696326530612245,0.034906122448979594,0.01123265306122449,0.015706122448979593,0.021583673469387755,0.0256,0.04120816326530612,0.028310204081632654,0.03996734693877551,0.04950204081632653,0.04094693877551021
0.038236734693877554,0.037420408163265306,0.04966530612244898,0.050024489795918364,0.0451265306122449,0.029714285714285714,0.01906938775510204,0.02749387755102041,0.03529795918367347,0.04584489795918367,0.0019265306122448979,0.0332734693877551,0.02413061224489796,0.025697959183673468,0.031902040816326534,0.035395918367346936,0.03947755102040816,0.014759183673469388,0.016979591836734694,0.04362448979591837,0.03513469387755102,0.03764897959183673,0.008522448979591837,0.01420408163265306,0.022204081632653062,0.026644897959183674,0.04323265306122449,0.029518367346938777,0.04395102040816327,0.0524734693877551,0.041404081632653064
0.038726530612244896,0.03830204081632653,0.05234285714285714,0.05332244897959184,0.04395102040816327,0.030824489795918366,0.019983673469387755,0.02716734693877551,0.0348734693877551,0.04493061224489796,0.0015020408163265305,0.035885714285714285,0.02422857142857143,0.02550204081632653,0.0316734693877551,0.036408163265306125,0.039020408163265304,0.014824489795918367,0.015379591836734693,0.04434285714285714,0.03663673469387755,0.03830204081632653,0.00633469387755102,0.014073469387755102,0.021942857142857142,0.026253061224489796,0.043689795918367344,0.027951020408163264,0.041730612244897956,0.049208163265306124,0.04068571428571428
0.03859591836734694,0.03761632653061225,0.050253061224489796,0.051722448979591835,0.04395102040816327,0.03046530612244898,0.01805714285714286,0.027951020408163264,0.036277551020408166,0.04633469387755102,0.00032653061224489796,0.033730612244897956,0.026873469387755103,0.02739591836734694,0.031608163265306126,0.03849795918367347,0.04045714285714286,0.014693877551020407,0.014269387755102041,0.04244897959183674,0.03725714285714286,0.03833469387755102,0.004375510204081633,0.014465306122448979,0.0243265306122449,0.026318367346938775,0.04297142857142857,0.031151020408163265,0.041110204081632656,0.04845714285714286,0.03970612244897959
0.03751836734693877,0.03644081632653061,0.0492734693877551,0.05080816326530612,0.04594285714285714,0.027918367346938776,0.01949387755102041,0.030040816326530613,0.03467755102040816,0.04626938775510204,0.0005224489795918367,0.034253061224489796,0.023346938775510206,0.026187755102040817,0.030530612244897958,0.03709387755102041,0.04130612244897959,0.017044897959183673,0.014465306122448979,0.04120816326530612,0.03666938775510204,0.039379591836734694,0.004897959183673469,0.013648979591836734,0.023869387755102042,0.02540408163265306,0.043395918367346936,0.03203265306122449,0.04195918367346939,0.05116734693877551,0.04323265306122449
0.037714285714285714,0.039248979591836736,0.0496,0.0534530612244898,0.047379591836734694,0.029159183673469386,0.018873469387755103,0.027787755102040818,0.03317551020408163,0.04826122448979592,0.0006204081632653061,0.0336,0.023151020408163265,0.02589387755102041,0.033240816326530614,0.03408979591836735,0.041044897959183674,0.01750204081632653,0.015118367346938775,0.04431020408163265,0.034710204081632653,0.03843265306122449,0.006465306122448979,0.01443265306122449,0.021191836734693877,0.025959183673469388,0.043395918367346936,0.026514285714285716,0.04509387755102041,0.048718367346938775,0.04186122448979592
0.03849795918367347,0.039379591836734694,0.04901224489795918,0.051853061224489794,0.04502857142857143,0.027983673469387755,0.020440816326530612,0.027983673469387755,0.03415510204081633,0.0483265306122449,0.00032653061224489796,0.03330612244897959,0.02288979591836735,0.025959183673469388,0.03177142857142857,0.037942857142857146,0.04003265306122449,0.01900408163265306,0.014661224489795918,0.04395102040816327,0.034710204081632653,0.037942857142857146,0.009077551020408163,0.014791836734693878,0.02406530612244898,0.023379591836734694,0.03983673469387755,0.029289795918367348,0.04300408163265306,0.05028571428571429,0.041110204081632656
0.04062040816326531,0.03666938775510204,0.048718367346938775,0.05289795918367347,0.04310204081632653,0.02899591836734694,0.01955918367346939,0.027689795918367347,0.03533061224489796,0.04610612244897959,3.265306122448979e-5,0.0339265306122449,0.023477551020408164,0.026677551020408162,0.03399183673469388,0.038889795918367345,0.039053061224489795,0.016261224489795917,0.013126530612244898,0.044244897959183675,0.034057142857142855,0.037224489795918365,0.008228571428571429,0.014595918367346939,0.02256326530612245,0.027428571428571427,0.04267755102040816,0.029975510204081634,0.043559183673469386,0.05097142857142857,0.0393469387755102
0.03853061224489796,0.03830204081632653,0.0486530612244898,0.05231020408163265,0.045355102040816324,0.028930612244897957,0.019624489795918368,0.02906122448979592,0.03549387755102041,0.045191836734693874,0.0,0.03585306122448979,0.02262857142857143,0.02546938775510204,0.03278367346938776,0.03683265306122449,0.04029387755102041,0.016685714285714286,0.013093877551020408,0.044897959183673466,0.03562448979591837,0.03898775510204082,0.006889795918367347,0.017208163265306123,0.023248979591836735,0.024783673469387753,0.042220408163265305,0.027853061224489797,0.04267755102040816,0.05149387755102041,0.039020408163265304
0.03725714285714286,0.03598367346938776,0.05035102040816326,0.05263673469387755,0.04669387755102041,0.029453061224489797,0.019428571428571427,0.027853061224489797,0.034416326530612246,0.0444734693877551,0.0,0.03229387755102041,0.024848979591836736,0.026024489795918367,0.03229387755102041,0.03859591836734694,0.03947755102040816,0.018089795918367346,0.014628571428571428,0.04483265306122449,0.03582040816326531,0.037355102040816324,0.008457142857142858,0.015542857142857143,0.02200816326530612,0.028146938775510204,0.041404081632653064,0.029355102040816327,0.04378775510204082,0.0496,0.038889795918367345
