x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.0524734693877551,0.1133061224489796,0.11177142857142858,0.11180408163265305,0.1120326530612245,0.11013877551020408,0.10991020408163266,0.112,0.11343673469387755,0.0531265306122449
0.05231020408163265,0.11356734693877552,0.11131428571428571,0.11327346938775511,0.1103673469387755,0.11229387755102041,0.10814693877551021,0.11281632653061224,0.11268571428571429,0.053224489795918366
0.05286530612244898,0.11317551020408163,0.11180408163265305,0.11219591836734694,0.1107265306122449,0.1113795918367347,0.10893061224489796,0.11262040816326531,0.1133061224489796,0.05299591836734694
0.05276734693877551,0.11307755102040816,0.11222857142857143,0.11124897959183673,0.11235918367346939,0.11059591836734693,0.10876734693877552,0.11255510204081633,0.1129795918367347,0.05342040816326531
0.05286530612244898,0.11222857142857143,0.11226122448979592,0.11229387755102041,0.1120326530612245,0.11030204081632652,0.10997551020408164,0.11144489795918368,0.11314285714285714,0.0534530612244898
0.05283265306122449,0.11281632653061224,0.11229387755102041,0.11193469387755102,0.11118367346938776,0.1113795918367347,0.10955102040816327,0.11209795918367348,0.11239183673469388,0.053518367346938774
0.05309387755102041,0.11209795918367348,0.11271836734693877,0.11118367346938776,0.11147755102040817,0.11154285714285714,0.10912653061224489,0.11229387755102041,0.11363265306122448,0.05283265306122449
0.053746938775510206,0.11186938775510204,0.11229387755102041,0.1110530612244898,0.11235918367346939,0.1104,0.10925714285714286,0.11333877551020408,0.11245714285714285,0.053224489795918366
0.052212244897959184,0.11373061224489796,0.11177142857142858,0.11144489795918368,0.11164081632653061,0.11115102040816327,0.1104,0.1117061224489796,0.11317551020408163,0.05276734693877551
0.05283265306122449,0.11255510204081633,0.11245714285714285,0.11229387755102041,0.1113469387755102,0.11059591836734693,0.10968163265306123,0.11183673469387755,0.11304489795918367,0.053355102040816324
0.05273469387755102,0.11320816326530612,0.11144489795918368,0.11196734693877551,0.11226122448979592,0.11053061224489796,0.10899591836734694,0.11262040816326531,0.11333877551020408,0.05289795918367347
0.053061224489795916,0.11311020408163265,0.11193469387755102,0.1120326530612245,0.1113469387755102,0.11062857142857142,0.10935510204081633,0.1120326530612245,0.11366530612244898,0.05283265306122449
0.05315918367346939,0.11235918367346939,0.11209795918367348,0.1117061224489796,0.11239183673469388,0.10994285714285715,0.10919183673469388,0.1123265306122449,0.11379591836734694,0.05302857142857143
0.05250612244897959,0.11278367346938775,0.11229387755102041,0.11252244897959184,0.11151020408163265,0.11062857142857142,0.10928979591836735,0.11229387755102041,0.11340408163265306,0.05276734693877551
0.052212244897959184,0.11317551020408163,0.11222857142857143,0.112,0.11160816326530612,0.11053061224489796,0.10958367346938776,0.11252244897959184,0.11301224489795918,0.0531265306122449
0.05260408163265306,0.1133061224489796,0.1113469387755102,0.11278367346938775,0.11151020408163265,0.11026938775510205,0.11004081632653061,0.112,0.11268571428571429,0.0534530612244898
0.052408163265306125,0.11301224489795918,0.1117061224489796,0.11242448979591836,0.11193469387755102,0.11033469387755102,0.11004081632653061,0.112,0.11255510204081633,0.053583673469387756
0.05231020408163265,0.11402448979591837,0.11115102040816327,0.11173877551020409,0.11186938775510204,0.11075918367346939,0.11010612244897959,0.1116734693877551,0.11307755102040816,0.05328979591836735
0.05299591836734694,0.11314285714285714,0.11124897959183673,0.11206530612244898,0.112,0.11030204081632652,0.10977959183673469,0.11242448979591836,0.11281632653061224,0.053224489795918366
0.05273469387755102,0.1129795918367347,0.1120326530612245,0.11206530612244898,0.11147755102040817,0.11092244897959183,0.1090938775510204,0.11278367346938775,0.1126530612244898,0.05325714285714286
0.05315918367346939,0.1126530612244898,0.11226122448979592,0.11151020408163265,0.11066122448979591,0.11160816326530612,0.10997551020408164,0.11216326530612244,0.11255510204081633,0.0534530612244898
0.05325714285714286,0.11206530612244898,0.11252244897959184,0.1117061224489796,0.11151020408163265,0.10994285714285715,0.1113795918367347,0.1110204081632653,0.11275102040816326,0.05384489795918367
0.05315918367346939,0.11242448979591836,0.11186938775510204,0.11235918367346939,0.11098775510204081,0.11128163265306122,0.10902857142857143,0.11314285714285714,0.11262040816326531,0.0531265306122449
0.05315918367346939,0.11304489795918367,0.11115102040816327,0.11239183673469388,0.11144489795918368,0.11030204081632652,0.11023673469387756,0.11226122448979592,0.11324081632653062,0.05276734693877551
0.052571428571428575,0.11307755102040816,0.11111836734693878,0.11255510204081633,0.11196734693877551,0.11098775510204081,0.1094204081632653,0.11118367346938776,0.11435102040816326,0.05276734693877551
0.05296326530612245,0.11281632653061224,0.11147755102040817,0.11239183673469388,0.11095510204081632,0.11108571428571429,0.10971428571428571,0.11196734693877551,0.11324081632653062,0.053387755102040815
0.0524734693877551,0.11366530612244898,0.1116734693877551,0.1116734693877551,0.11164081632653061,0.11066122448979591,0.10971428571428571,0.11219591836734694,0.11353469387755102,0.05276734693877551
0.053551020408163265,0.11180408163265305,0.11216326530612244,0.112,0.1116734693877551,0.1103673469387755,0.10964897959183674,0.11301224489795918,0.1129795918367347,0.0528
0.0531265306122449,0.1129795918367347,0.11144489795918368,0.11186938775510204,0.11147755102040817,0.11098775510204081,0.10945306122448979,0.11255510204081633,0.11291428571428572,0.053191836734693874
0.0528,0.11288163265306123,0.1117061224489796,0.11209795918367348,0.11213061224489795,0.11043265306122449,0.10935510204081633,0.112,0.11346938775510204,0.0531265306122449
