x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.054889795918367346,0.11190204081632653,0.1120326530612245,0.1113469387755102,0.11004081632653061,0.1113469387755102,0.10919183673469388,0.11206530612244898,0.11164081632653061,0.055542857142857144
0.05462857142857143,0.11160816326530612,0.11245714285714285,0.11128163265306122,0.11026938775510205,0.11118367346938776,0.11010612244897959,0.11186938775510204,0.11092244897959183,0.0556734693877551
0.05583673469387755,0.11059591836734693,0.112,0.11157551020408163,0.1107265306122449,0.11124897959183673,0.10981224489795918,0.1120326530612245,0.11098775510204081,0.05518367346938775
0.054563265306122447,0.11147755102040817,0.11343673469387755,0.11053061224489796,0.11062857142857142,0.1117061224489796,0.10951836734693877,0.11115102040816327,0.11095510204081632,0.05603265306122449
0.05518367346938775,0.11066122448979591,0.11314285714285714,0.1110204081632653,0.11124897959183673,0.11013877551020408,0.10981224489795918,0.11209795918367348,0.1113795918367347,0.05531428571428571
0.05475918367346939,0.11151020408163265,0.1129795918367347,0.11053061224489796,0.11046530612244898,0.11095510204081632,0.10873469387755103,0.11340408163265306,0.11098775510204081,0.0556734693877551
0.05475918367346939,0.1110204081632653,0.11268571428571429,0.11111836734693878,0.11115102040816327,0.11085714285714286,0.10938775510204081,0.11235918367346939,0.1113469387755102,0.05531428571428571
0.05570612244897959,0.10997551020408164,0.11242448979591836,0.11141224489795919,0.11121632653061224,0.11108571428571429,0.10876734693877552,0.11311020408163265,0.11098775510204081,0.05531428571428571
0.05544489795918368,0.11095510204081632,0.11209795918367348,0.11115102040816327,0.11121632653061224,0.11023673469387756,0.11043265306122449,0.1113795918367347,0.11164081632653061,0.05544489795918368
0.0556734693877551,0.1100734693877551,0.11258775510204082,0.11147755102040817,0.11026938775510205,0.1117061224489796,0.10951836734693877,0.11239183673469388,0.1110530612244898,0.055248979591836736
0.05544489795918368,0.11088979591836735,0.11294693877551021,0.11082448979591837,0.11066122448979591,0.11075918367346939,0.11030204081632652,0.11183673469387755,0.11046530612244898,0.05586938775510204
0.055085714285714286,0.11098775510204081,0.11284897959183673,0.1110204081632653,0.11023673469387756,0.11144489795918368,0.10961632653061225,0.11288163265306123,0.1103673469387755,0.05551020408163265
0.05518367346938775,0.11062857142857142,0.11314285714285714,0.11088979591836735,0.11118367346938776,0.11059591836734693,0.1094204081632653,0.11219591836734694,0.1113795918367347,0.055379591836734694
0.055085714285714286,0.11066122448979591,0.1126530612244898,0.11124897959183673,0.1106938775510204,0.11118367346938776,0.11020408163265306,0.11213061224489795,0.11131428571428571,0.05482448979591837
0.055542857142857144,0.11075918367346939,0.11177142857142858,0.11190204081632653,0.11053061224489796,0.11066122448979591,0.11023673469387756,0.11206530612244898,0.11088979591836735,0.05564081632653061
0.05528163265306123,0.1100734693877551,0.11301224489795918,0.11206530612244898,0.10964897959183674,0.1103673469387755,0.1104,0.11284897959183673,0.11118367346938776,0.05511836734693878
